,Unnamed: 0,Star_name,Distance,Mass,Radius,Gravity
0,0,Sun,0.000015813,695700000.0,1.989e+30,3.7946234631306594e+41
1,1,Sirius,8.6,1460970000.0,3.4011899999999995e+30,5.28374212787636e+41
2,2,Canopus,310,10435500000.0,1.41219e+32,1.2752464585094437e+44
3,3,Alpha Centauri,4.4,765270000.0000001,2.3867999999999998e+30,4.967507079007408e+41
4,4,Arcturus,37,765270000.0000001,5.1713999999999995e+31,2.3319686009784778e+44
5,5,Vega,25,1530540000.0000002,5.3703e+30,1.2574002293737507e+42
6,6,Capella,43,1808820000.0,2.3868e+31,2.1016376103492886e+43
7,7,Rigel,860,16001100000.0,1.5693210000000001e+32,1.0270577360398094e+44
8,8,Procyon,11.4,1043550000.0,3.7790999999999997e+30,9.132393801267786e+41
9,9,Betelgeuse,640,13914000000.0,1.8895499999999998e+33,1.7123238377377107e+46
10,10,Achernar,144,4661190000.0,1.84977e+31,4.898462437704041e+42
11,11,Hadar,390,7304850000.0,1.7105399999999998e+31,2.672860488887081e+42
12,12,Altair,17,1252260000.0,3.5802e+30,6.830322233635188e+41
13,13,Acrux,320,12522600000.0,1.77021e+31,1.6698451361921084e+42
14,14,Aldebaran,65,1043550000.0,8.7516e+31,4.897594016413973e+44
15,15,Antares,600,8348400000.0,1.35252e+33,1.4621949077930139e+46
16,16,Spica,260,7951851000.0,1.4857829999999998e+31,1.8525232231304247e+42
17,17,Pollux,34,1321830000.0,1.75032e+31,1.5466086367623066e+43
18,18,Fomalhaut,25,1321830000.0,3.5802e+30,6.4708315897596515e+41
19,19,Deneb,"2,600",13218300000.0,4.0376699999999995e+32,8.230138857481649e+44
20,20,Mimosa,350,11131200000.0,1.67076e+31,1.673428947240621e+42
21,21,Regulus,77,2643660000.0,6.1659e+30,9.596403021233064e+41
22,22,Adhara,430,8696250000.0,2.7846e+31,5.949969590188875e+42
23,23,Shaula,700,10087650000.0,1.75032e+31,2.0265906274816432e+42
24,24,Castor,52,1947959999.9999998,4.7735999999999997e+30,7.806082552725929e+41
25,25,Gacrux,88,1043550000.0,1.67076e+32,1.7849908770566618e+45
26,26,Bellatrix,240,5983020000.0,1.15362e+31,1.4843155034850626e+42
27,27,Elnath,130,3478500000.0,8.3538e+30,1.3387431577924968e+42
28,28,Miaplacidus,110,2434950000.0,1.3525199999999998e+31,5.013239683861761e+42
29,29,Alnilam,"2,000",22262400000.0,8.3538e+31,2.0917861840507758e+43
30,30,Gamma Velorum,"1,100",6261300000.0,1.1934e+31,1.5178493852522638e+42
31,31,Alnair,101,2782800000.0,6.762599999999999e+30,1.0966461808447603e+42
32,32,Alioth,81,2017530000.0,8.3538e+30,2.3081778582629255e+42
33,33,Alnitak,1050,22958100000.0,3.978e+31,4.599543591673526e+42
34,34,Dubhe,120,2956725000.0,5.967e+31,8.035673216041396e+43
35,35,Mirfak,590,5913450000.0,1.3525199999999999e+32,2.0642751639430784e+44
36,36,Wezen,"1,600",11826900000.0,3.978e+32,8.928525795601552e+44
37,37,Sargas,270,3965490000.0,5.1713999999999995e+31,4.500290282590044e+43
38,38,Kaus Australis,140,2434950000.0,1.3525199999999998e+31,5.013239683861761e+42
39,39,Avior,630,6261300000.0,2.5857e+32,7.125459614100906e+44
40,40,Alkaid,104,4243769999.9999995,6.762599999999999e+30,7.191122497342692e+41
41,41,Menkalinan,81,1662723000.0,5.50953e+30,1.2182329025211397e+42
42,42,Atria,390,4869900000.0,1.8298799999999998e+32,4.5882418559911284e+44
43,43,Alhena,109,1947959999.9999998,6.563699999999999e+30,1.4758374826247452e+42
44,44,Peacock,180,4104630000.0000005,9.547199999999999e+30,1.481832620178481e+42
45,45,Alsephina[2],80,1669680000.0,5.7681e+30,1.3296993052053686e+42
46,46,Mirzam,500,9391950000.0,1.989e+31,2.8108321949116e+42
47,47,Polaris,430,3756780000.0000005,7.757099999999999e+31,1.0688189421151353e+44
48,48,Alphard,180,2087100000.0,9.945e+31,3.16218621927555e+44
49,49,Scheat,196,1460970000.0,1.88955e+32,1.6307846073692473e+45
50,50,Almaaz,653,10435500000.0,2.7846e+32,4.958307991824062e+44
51,51,Rasalgethi,360,1947959999.9999998,5.5692e+32,1.0624945696765848e+46
52,52,Tau Ceti,11.9,544733100.0,1.776177e+30,3.864647108620794e+41
53,53,Delta Pavonis,19.92,689438700.0,2.4265799999999998e+30,5.699210456633374e+41
54,54,Ran,10.48,570474000.0,1.47186e+30,2.534068059037011e+41
55,55,V382 Carinae,"8,900",13914000000.0,9.64665e+32,4.462951520574547e+45
56,56,Eta Carinae,"7,500",69570000000.0,1.7523089999999998e+33,2.945238741766956e+45
57,57,Delta Cephei,887,3130650000.0,8.85105e+31,1.669845136192109e+44
58,58,Mu Cephei,"6,000",13357440000.0,1.933308e+33,1.8672393406200193e+46
59,59,Titawin,44.25,883539000.0,2.94372e+30,6.544679711528658e+41
60,60,Rho Cassiopeiae,"8,154",15305400000.0,1.5912e+33,1.1038904620016465e+46
61,61,P Cygni,"5,545",20871000000.0,1.51164e+32,7.30591504101423e+43
62,62,VV Cephei,"4,900",12661740000.0,1.49175e+33,1.1727888450609868e+46
63,63,61 Cygni,11.41,486989999.99999994,1.322685e+30,2.397253372832795e+41
64,64,R Doradus,178,556560000.0,5.92722e+32,4.2122217752481883e+46
65,65,Polaris Australis,281,1106163000.0,7.43886e+30,3.338218563074618e+42
66,66,R Coronae Borealis,"4,566",591345000.0,1.69065e+32,3.22542994366106e+45
67,67,54 Piscium,36.1,528732000.0,1.8696599999999998e+30,4.411749068450329e+41
68,68,Mira,300,834840000.0,7.359299999999999e+32,4.3290329341882265e+46
69,69,RW Cephei,"14,000",9670230000.0,2.303262e+33,3.66075788317521e+46
70,70,Lacaille 8760,12.87,417420000.0,1.01439e+30,1.644969271267141e+41
71,71,V838 Monocerotis,"19,896",347850000.0,8.950499999999999e+32,1.536822502567917e+47
72,72,HD 140283,190,1391400000.0,2.7846e+30,3.7187309938680454e+41
73,73,II Pegasi,130,556560000.0,6.762599999999999e+30,5.4832309042238006e+42
74,74,VY Canis Majoris,"3,900",11826900000.0,2.82438e+33,4.5008698535627416e+46
75,75,Pistol Star,"25,000",69570000000.0,6.3648e+32,3.885694426245795e+44
76,76,S Doradus,"1,69,000",16696800000.0,7.5582e+32,2.2830984503169463e+45
77,77,UY Scuti,"5,100",4869900000.0,1.5016949999999998e+33,3.09004319938722e+46
78,78,Barnard's Star,5.98,97398000.00000001,3.978e+29,1.0841781323230455e+41
79,79,Luhman 16,6.52,27828000.0,3.978e+28,3.7946234631306605e+39
80,80,Proxima Centauri,4.25,83484000.0,2.9834999999999998e+29,7.114918993369986e+40
81,81,KIC 8462852,"1,470",994851000.0,3.14262e+30,6.624404205146419e+41
82,82,R136a1,"1,63,000",201753000000.0,6.3648e+31,1.3398946297399293e+42
83,83,Melnick 42,"1,63,000",131487300000.0,4.19679e+31,8.938647153547097e+41
84,84,WR 102,"18,134",13218300000.0,7.7571e+29,3.037695940748281e+39
85,85,VFTS 352,"1,64,000",39988836000.0,2.878083e+31,1.3822576128591065e+42
86,86,YBP 1194,"2,772",702657000.0,1.96911e+30,3.682287580410257e+41
87,87,Gliese 1214,47.5,111312000.0,4.176899999999999e+29,1.0458930920253877e+41
88,88,NML Cygni,"5,251",34785000000.0,3.7790999999999996e+33,2.7397181403803363e+46
89,89,VB 10,18.72,52177500.0,1.989e+29,5.059497950840879e+40
90,90,WOH G64,"1,63,000",13914000000.0,3.1824e+33,4.857118032807246e+46
91,91,TRAPPIST-1,39.6,61917300.0,2.3868e+29,6.139615490908033e+40
92,92,2MASS J0523-1403,40.3,48699000.00000001,1.7105399999999996e+29,4.0092907333306203e+40
93,93,WISE 0855−0714,7.27,2087100.0,1.7105399999999996e+29,9.355011711104781e+41
94,94,Icarus,"14,40,00,00,000",22958100000.0,3.978e+29,4.5995435916735265e+38
95,95,SDSS J000013.54+255418.6 [de],46.1,31877129.8368,2.0235165093e+29,8.571472133789668e+40
96,96,2MASS J00040288-6410358,192,12618030.5604,3.3316483941e+29,5.870132086354008e+41
97,97,2MASS J00242463-0158201,37.7,52464442.856400006,2.2279121162999997e+29,6.313238122478642e+40
98,98,2MASS J00274197+0503417,236,20587313.0196,2.9432967408e+29,2.807951201813048e+41
99,99,2MASSW J0030300-145033,87.2,35861771.0664,2.0030769486e+29,7.465942783427176e+40
100,100,2MASS J00332386-1521309 [de],131,19259099.2764,2.9228571801e+29,2.9600588313879002e+41
101,101,2MASS J00345157+0523050,31,27892488.607199997,1.9213187058e+29,8.831463585251128e+40
102,102,2MASS 0036+1821,28.6,27892488.607199997,1.9213187058e+29,8.831463585251128e+40
103,103,2MASSW J0045214+163445,57,15274458.0468,3.3112088334e+29,4.7899221927666885e+41
104,104,WISEP J004701.06+680352.1 [fr],40,7969282.4592,2.657142891e+29,5.911963230733411e+41
105,105,2MASS J00501994-3322402 [de],34,26564274.864,1.9213187058e+29,9.273036764513683e+40
106,106,2MASS J00584253-0651239 [de],96,19259099.2764,2.9228571801e+29,2.9600588313879002e+41
107,107,2MASSI J0103320+193536,70,34533557.323199995,2.0030769486e+29,7.753094428943605e+40
108,108,SDSSp J010752.33+004156.1 [de],51,34533557.323199995,2.0030769486e+29,7.753094428943605e+40
109,109,2MASSI J0117474-340325 [de],163,13282137.432,3.3112088334e+29,5.508410521681691e+41
110,110,2MASS J01415823-4633574 [de],130,13282137.432,3.2907692727e+29,5.4406153456984865e+41
111,111,SDSS J015141.69+124429.6,70,31213022.9652,1.9826373879e+29,8.403725852393907e+40
112,112,SDSS J020742.48+000056.2 [de],111,31213022.9652,1.9826373879e+29,8.403725852393907e+40
113,113,2MASS J02103857-3015313,101,9961603.074,3.1272527870999998e+29,6.551154900271641e+41
114,114,2MASS J02340093-6442068,155,13282137.432,3.3112088334e+29,5.508410521681691e+41
115,115,2MASS J02411151-0326587 [de],152,17930885.5332,2.8819780587e+29,3.091012254837895e+41
116,116,2MASS J02431371−2453298,35,21915526.762799997,2.0235165093e+29,1.2467595830966794e+41
117,117,LP 771-21,53,51800335.984799996,2.2074725556e+29,6.277390907899362e+40
118,118,Teegarden's star,12.578,53128549.728,2.5958242089e+29,8.463377658150815e+40
119,119,2MASS J02535980+3206373,184,43166946.654,3.8835165329999994e+29,2.3314178166169436e+41
120,120,WISE J0254+0223,24,43166946.654,3.8835165329999994e+29,2.3314178166169436e+41
121,121,DEN 0255-4700,16.2,53128549.728,1.9826373879e+29,4.937188938281419e+40
122,122,2MASS J03185403-3421292 [de],45,32541236.7084,1.9826373879e+29,8.060716633928849e+40
123,123,2MASS J03205965+1854233,47,58441404.7008,2.3505494805e+29,6.308691263565036e+40
124,124,2MASS J03231002-4631237,192,15274458.0468,3.3929670761999996e+29,5.029381799416203e+41
125,125,SDSS J032553.17+042540.1,59,29884809.222000003,1.9417582664999997e+29,8.41900878222785e+40
126,126,2MASS J03264225-2102057 [de],80,11953923.6888,2.657142891e+29,3.941308820488941e+41
127,127,2MASS J03284265+2302051 [de],98,35861771.0664,2.0030769486e+29,7.465942783427176e+40
128,128,2MASS J03341218-4953322,27,48479801.62679999,2.1257143128e+29,6.219709261922272e+40
129,129,LP 944-20,20.9,48479801.62679999,2.9228571801e+29,1.1759137823321796e+41
130,130,2MASP J0345432+254023,88,49143908.4984,2.1461538735e+29,6.254219857876462e+40
131,131,Teide 1,380,36525877.938,7.726153944599999e+29,1.0905540022723345e+42
132,132,2MASS J03510004-0052452,48,67738900.9032,2.5958242089e+29,6.637943261294757e+40
133,133,2MASS J03552337+1133437,29.8,13282137.432,2.6980220123999997e+29,3.657161443750258e+41
134,134,2MASS J04151954−0935066,18.6,19923206.148,1.9417582664999997e+29,1.2628513173341777e+41
135,135,2MASS J04285096-2253227 [de],85,53128549.728,2.2279121162999997e+29,6.23432264594766e+40
136,136,2MASS J04351612-1606574,34,66410687.16,2.5753846482e+29,6.664496680553158e+40
137,137,2MASS J04362788-4114465,142,25900167.992399998,4.0265934579e+29,4.177285043632826e+41
138,138,2MASS J04390101-2353083 [de],29.5,31877129.8368,1.9826373879e+29,8.228648230469034e+40
139,139,2MASS J04433764+0002040,82,14610351.1752,3.6382418046e+29,6.0456581926591945e+41
140,140,2MASS J04455387-3048204 [de],42,42502839.782400005,2.04395607e+29,6.559130803328487e+40
141,141,2MASS J04510093-3402150 [de],69,690671.4804,1.4716483703999998e+31,2.0924626242713765e+46
142,142,2MASS J05002100+0330501 [de],44,42502839.782400005,2.04395607e+29,6.559130803328487e+40
143,143,2MASS J05012406-0010452 [de],64,13946244.303599998,2.8206593765999997e+29,3.806844556756959e+41
144,144,2MASS J05160945-0445499 [de],73,31213022.9652,1.9826373879e+29,8.403725852393907e+40
145,145,2MASS J0523−1403,40,45159267.268800005,2.0643956306999997e+29,6.297382901153306e+40
146,146,SDSS J053951.99-005902.0,41.62,40510519.1676,2.0643956306999997e+29,7.020033398006966e+40
147,147,LSR 0602+3910 [de],34.6,18594992.4048,2.8819780587e+29,2.9806189600222547e+41
148,148,2MASS J06085283-2753583,102,25236061.1208,3.0863736656999998e+29,2.5188166980495633e+41
149,149,2MASS J06244595-4521548 [de],39,37189984.8096,2.0235165093e+29,7.346976114676859e+40
150,150,2MASS J06411840-4322329 [de],65,44495160.3972,2.0643956306999997e+29,6.39137369072276e+40
151,151,DENIS-P J0652197-253450 [de],51,49808015.37,2.1461538735e+29,6.170830259771443e+40
152,152,2MASS J07075327-4900503,60,47815694.7552,2.1052747520999997e+29,6.185406106001059e+40
153,153,UGPS J072227.51-054031.2,13.4,17266778.661599997,2.0030769486e+29,1.550618885788721e+41
154,154,2MASSI J0727182+171001 [de],29.6,27228381.7356,1.9213187058e+29,9.04686513611091e+40
155,155,2MASS J07290002-3954043 [de],25.8,24571954.2492,1.9213187058e+29,1.0024904610285062e+41
156,156,SDSS J074201.41+205520.5 [de],49,28556595.478800002,1.9213187058e+29,8.62608071117552e+40
157,157,DENIS-P J0751164-253043 [de],55,47151587.8836,2.1052747520999997e+29,6.272524501860229e+40
158,158,2MASS J07522390+1612157,60,1334854.8954,1.3898901276e+31,9.657128417986718e+45
159,159,DENIS J081730.0-615520,16.1,29220702.3504,1.9213187058e+29,8.430033422285168e+40
160,160,2MASS J08251968+2115521 [de],35,34533557.323199995,2.0030769486e+29,7.753094428943605e+40
161,161,SDSSp J083008.12+482847.4 [de],43,31877129.8368,2.0235165093e+29,8.571472133789668e+40
162,162,LHS 2021,55,58441404.7008,2.3505494805e+29,6.308691263565036e+40
163,163,SDSS J083048.80+012831.1 [de],77,30548916.0936,1.9621978272e+29,8.410288623787876e+40
164,164,2MASSI J0835425-081923 [de],23.53,41174626.0392,2.04395607e+29,6.770715667951988e+40
165,165,2MASSI J0847287-153237 [de],43,42502839.782400005,2.04395607e+29,6.559130803328487e+40
166,166,2MASS J08533619-0329321,27.6,51136229.1132,2.1870329949e+29,6.24170294585416e+40
167,167,2MASSI J0859254-194926 [de],50,33205343.58,2.0030769486e+29,8.0632182061013485e+40
168,168,2MASSI J0937347+293142,20,27892488.607199997,1.9213187058e+29,8.831463585251128e+40
169,169,2MASS 0939−2448,17.4,21251419.891200002,1.9417582664999997e+29,1.1839231100007916e+41
170,170,2MASS J09490860-1545485 [de],59,32541236.7084,1.9621978272e+29,7.8953729937600455e+40
171,171,2MASS J10073369-4555147,46,29220702.3504,1.9213187058e+29,8.430033422285168e+40
172,172,2MASSI J1010148-040649 [de],55,33869450.4516,2.0030769486e+29,7.905115888334655e+40
173,173,2MASS J10224821+5825453 [de],60,17930885.5332,2.8819780587e+29,3.091012254837895e+41
174,174,2MASSW J1036530-344138 [de],53,32541236.7084,1.9826373879e+29,8.060716633928849e+40
175,175,2MASS J1047538+212423 [de],34.4,27892488.607199997,1.9213187058e+29,8.831463585251128e+40
176,176,DEN 1048-3956,13.15,51136229.1132,2.1870329949e+29,6.24170294585416e+40
177,177,Luhman 16B,6.516,28556595.478800002,2.0848351914e+29,1.0156829302746728e+41
178,178,Luhman 16A,6.516,26564274.864,2.0643956306999997e+29,1.070555093196062e+41
179,179,DENIS-P J1058.7−1548,49,42502839.782400005,2.04395607e+29,6.559130803328487e+40
180,180,TWA 28,180,23907847.3776,4.8850550073e+29,6.660695299856473e+41
181,181,Cha 110913-773444,163,5312854.972800001,3.679120926e+29,1.7001267042227435e+42
182,182,SDSS J111010.01+011613.1,63,5976961.8444,2.5345055268e+29,7.17178277205183e+41
183,183,2MASS J11145133−2618235,18.2,21915526.762799997,1.9621978272e+29,1.172343262709825e+41
184,184,TWA 26,137,19923206.148,4.496703354e+29,6.772521192130108e+41
185,185,2MASS J11544223-3400390 [de],129,24571954.2492,3.0659341049999996e+29,2.552742799133249e+41
186,186,2MASSW J1155395-372735 [de],31,42502839.782400005,2.04395607e+29,6.559130803328487e+40
187,187,2MASS J12074836-3900043,217,11289816.817200001,3.4951648797e+29,7.220538120287184e+41
188,188,2MASSI J1217110-031113 [de],36,27892488.607199997,1.9213187058e+29,8.831463585251128e+40
189,189,2M 1237+6526,45.6,27228381.7356,1.9213187058e+29,9.04686513611091e+40
190,190,TWA 29,262,1328213.7432000001,5.109890175000001e+30,1.3118261606656978e+45
191,191,SDSSp J125453.90-012247.4 [de],38,31213022.9652,2.0030769486e+29,8.577891708618456e+40
192,192,Kelu-1A,61,41838732.9108,2.0030769486e+29,6.399379528651863e+40
193,193,Kelu-1B,61,38518198.5528,2.0030769486e+29,6.951050177673576e+40
194,194,2MASS J13204427+0409045,101,44495160.3972,2.0643956306999997e+29,6.39137369072276e+40
195,195,SDSSp J132629.82-003831.5 [de],65,33869450.4516,1.9826373879e+29,7.744610099264973e+40
196,196,SDSSp J134646.45-003150.4 [de],48,29220702.3504,1.9213187058e+29,8.430033422285168e+40
197,197,2MASS J13595510-4034582,51,41838732.9108,2.04395607e+29,6.663243990682908e+40
198,198,ULAS J141623.94+134836.3,29.7,21251419.891200002,1.9621978272e+29,1.2089789896695069e+41
199,199,SDSS J141659.78+500626.4 [de],149,39182305.4244,2.0235165093e+29,6.973401057998374e+40
200,200,DENIS-P J142527.97-365023.4 [de],38,13946244.303599998,2.6980220123999997e+29,3.48301089880977e+41
201,201,LHS 2924,38.5,50472122.2416,2.1665934342e+29,6.206180522627274e+40
202,202,2MASS J14392837+1929150,47,47815694.7552,2.1052747520999997e+29,6.185406106001059e+40
203,203,LSPM J1440+1339,72,61097832.1872,2.4323077233e+29,6.461485308238938e+40
204,204,2MASS J14482563+1031590 [de],47,39182305.4244,2.0235165093e+29,6.973401057998374e+40
205,205,CFBDSIR 1458+10A,104,7371586.4139,3.0659341049999996e+29,8.509142503165922e+41
206,206,CFBDSIR 1458+10B,104,5976961.8444,2.657142891e+29,7.882617640977882e+41
207,207,TVLM 513-46546,35.1,49808015.37,2.1461538735e+29,6.170830259771443e+40
208,208,2MASS 1503+2525,20.7,29220702.3504,1.9213187058e+29,8.430033422285168e+40
209,209,CFBDS J150411+102717,71,29220702.3504,1.9213187058e+29,8.430033422285168e+40
210,210,2MASSW J1506544+132106 [de],46,45823374.1404,2.0848351914e+29,6.32961826113202e+40
211,211,2MASS 1507−1627,23.9,39846412.296,2.0235165093e+29,6.857177707031737e+40
212,212,TVLM 868-110639,53,52464442.856400006,2.2074725556e+29,6.197930263495573e+40
213,213,2MASSW J1515008+484742 [de],34,37854091.6812,2.0235165093e+29,7.218081796875512e+40
214,214,2MASSI J1526140+204341 [de],67,35861771.0664,2.0030769486e+29,7.465942783427176e+40
215,215,DENIS-P J153941.96-052042.4 [de],51,41838732.9108,2.04395607e+29,6.663243990682908e+40
216,216,2MASS J15462718-3325111 [de],37,29220702.3504,1.9213187058e+29,8.430033422285168e+40
217,217,2MASSW J1552591+294849 [de],68,19923206.148,2.9228571801e+29,2.8613902036749705e+41
218,218,2MASSW J1555157-095605 [de],44,47151587.8836,2.1052747520999997e+29,6.272524501860229e+40
219,219,2MASS J16150413+1340079 [de],48,27892488.607199997,1.9213187058e+29,8.831463585251128e+40
220,220,SDSSp J162414.37+002915.6 [de],36,28556595.478800002,1.9213187058e+29,8.62608071117552e+40
221,221,2MASS J16262034+3925190 [de],110,47151587.8836,2.1052747520999997e+29,6.272524501860229e+40
222,222,2MASSW J1632291+190441 [de],50,32541236.7084,1.9826373879e+29,8.060716633928849e+40
223,223,WISEPA J164715.59+563208.2,28,27228381.7356,1.9213187058e+29,9.04686513611091e+40
224,224,LSPM J1658+7027 [de],60,48479801.62679999,2.1257143128e+29,6.219709261922272e+40
225,225,2MASSI J1726000+153819,114,15938564.9184,2.861538498e+29,3.428239033206356e+41
226,226,SDSSp J175032.96+175903.9,90,31213022.9652,1.9826373879e+29,8.403725852393907e+40
227,227,2MASS J18283572-4849046,39,29884809.222000003,1.9417582664999997e+29,8.41900878222785e+40
228,228,LSR J1835+3259,18.5,51136229.1132,2.1870329949e+29,6.24170294585416e+40
229,229,2MASSW J1841086+311727,138,44495160.3972,2.0643956306999997e+29,6.39137369072276e+40
230,230,2MASS J18432213+4040209,46,63754259.6736,2.4936264053999998e+29,6.508406858449414e+40
231,231,2MASS J20004841-7523070,105,16602671.79,3.8426374116e+29,5.934743529288758e+41
232,232,SDSS J204749.61-071818.3,65,30548916.0936,1.9621978272e+29,8.410288623787876e+40
233,233,2MASSI J2057540-025230,47,46487481.012,2.0848351914e+29,6.239195143115848e+40
234,234,2MASSI J2104149-103736,62,45823374.1404,2.0848351914e+29,6.32961826113202e+40
235,235,PSO J318.5−22,80,4316694.665399999,3.1272527870999998e+29,1.5118049769857633e+42
236,236,HB 2124-4228,113,62426045.9304,2.4731868447e+29,6.538364874317099e+40
237,237,2MASS J21392676+0220226,32.1,30548916.0936,1.9621978272e+29,8.410288623787876e+40
238,238,2MASS J21481628+4003593,26.3,36525877.938,2.0235165093e+29,7.480557498580074e+40
239,239,2MASSW J2206450-421721,93,14610351.1752,2.7184615730999995e+29,3.3752571572386205e+41
240,240,2MASSW J2208136+292121,154,17930885.5332,2.8819780587e+29,3.091012254837895e+41
241,241,2MASSW J2224438-015852,38,40510519.1676,2.0235165093e+29,6.744764957736133e+40
242,242,2MASS J22282889-4310262,35,27892488.607199997,1.9213187058e+29,8.831463585251128e+40
243,243,2MASS J22373255+3922398,64,48479801.62679999,2.1257143128e+29,6.219709261922272e+40
244,244,2MASSW J2244316+204343,56,7969282.4592,2.6367033303000003e+29,5.821359770570099e+41
245,245,2MASS J23224684-3133231,56,15938564.9184,2.8410989373e+29,3.379439100029592e+41
246,246,2MASS J23225299-6151275,148,11289816.817200001,3.2498901513e+29,6.242687466878023e+41
247,247,2MASS J23515044-2537367,67,58441404.7008,2.3709890412e+29,6.418884661060956e+40
248,248,2MASSI J2356547-155310,74,53128549.728,2.2279121162999997e+29,6.23432264594766e+40
249,249,WISE 0410+1502,20,3984641.2296,2.3914286019e+29,9.577380433788126e+41
250,250,WISE 0458+6434A,35.9,9961603.074,8.584615494e+29,4.936664207817154e+42
251,251,WISE 0458+6434B,35.9,6641068.716,7.767033065999999e+29,6.061686323204053e+42
252,252,WISE 1405+5534,25.3,19923206.148,1.7578022202e+29,1.0349084036569066e+41
